0.00, -0.697778,-0.683822,-0.669867,-0.655911,-0.641956,-0.628,-0.614045,-0.600089,-0.586133,-0.572178,-0.558222,-0.544267,-0.530311,-0.516356,-0.5024,-0.488445,-0.474489,-0.460534,-0.446578,-0.432622,-0.418667,-0.404711,-0.390756,-0.3768,-0.362845,-0.348889,-0.334934,-0.320978,-0.307022,-0.293067,-0.279111,-0.265156,-0.2512,-0.237245,-0.223289,-0.209333,-0.195378,-0.181422,-0.167467,-0.153511,-0.139556,-0.1256,-0.111645,-0.0976891,-0.0837335,-0.069778,-0.0558224,-0.0418669,-0.0279113,-0.0139558,-2.03028e-07,0.0139554,0.0279109,0.0418665,0.055822,0.0697776,0.0837331,0.0976887,0.111644,0.1256,0.139555,0.153511,0.167466,0.181422,0.195378,0.209333,0.223289,0.237244,0.2512,0.265155,0.279111,0.293066,0.307022,0.320978,0.334933,0.348889,0.362844,0.3768,0.390755,0.404711,0.418666,0.432622,0.446578,0.460533,0.474489,0.488444,0.5024,0.516355,0.530311,0.544266,0.558222,0.572178,0.586133,0.600089,0.614044,0.628,0.641955,0.655911,0.669866,0.683822,
-3, -599.159,-599.173,-599.187,-599.201,-599.216,-599.231,-599.245,-599.26,-599.276,-599.291,-599.306,-599.322,-599.337,-599.353,-599.369,-599.385,-599.401,-599.418,-599.434,-599.451,-599.467,-599.484,-599.501,-599.518,-599.535,-599.552,-599.569,-599.586,-599.604,-599.621,-599.639,-599.656,-599.674,-599.692,-599.71,-599.728,-599.745,-599.763,-599.781,-599.799,-599.818,-599.836,-599.854,-599.872,-599.89,-599.909,-599.927,-599.945,-599.963,-599.982,-600,-599.982,-599.963,-599.945,-599.927,-599.909,-599.89,-599.872,-599.854,-599.836,-599.818,-599.799,-599.781,-599.763,-599.745,-599.728,-599.71,-599.673,-599.606,-599.518,-599.396,-599.217,-598.926,-598.373,-596.91,-234.794,-200.233,-200.241,-200.331,14.2745,200.623,200.549,200.566,311.867,596.117,597.713,598.355,598.702,598.919,599.068,599.176,599.259,599.276,599.26,599.245,599.231,599.216,599.201,599.187,599.173,
-2.94, -599.192,-599.205,-599.219,-599.233,-599.247,-599.261,-599.275,-599.29,-599.304,-599.319,-599.334,-599.349,-599.364,-599.379,-599.394,-599.41,-599.425,-599.441,-599.457,-599.472,-599.488,-599.505,-599.521,-599.537,-599.553,-599.57,-599.586,-599.603,-599.62,-599.636,-599.653,-599.67,-599.687,-599.704,-599.721,-599.738,-599.756,-599.773,-599.79,-599.807,-599.825,-599.842,-599.86,-599.877,-599.895,-599.912,-599.93,-599.947,-599.965,-599.982,-600,-599.982,-599.965,-599.947,-599.93,-599.912,-599.895,-599.877,-599.86,-599.842,-599.825,-599.807,-599.79,-599.773,-599.756,-599.738,-599.719,-599.662,-599.589,-599.49,-599.348,-599.128,-598.742,-597.884,-594.326,-200.226,-200.223,-200.232,-200.831,200.958,200.512,200.528,200.894,594.716,597.393,598.239,598.653,598.9,599.063,599.179,599.267,599.319,599.304,599.29,599.275,599.261,599.247,599.233,599.219,599.205,
-2.88, -599.225,-599.238,-599.251,-599.264,-599.277,-599.291,-599.305,-599.318,-599.332,-599.346,-599.361,-599.375,-599.389,-599.404,-599.419,-599.433,-599.448,-599.463,-599.478,-599.494,-599.509,-599.524,-599.54,-599.556,-599.571,-599.587,-599.603,-599.619,-599.635,-599.651,-599.667,-599.683,-599.7,-599.716,-599.732,-599.749,-599.765,-599.782,-599.799,-599.815,-599.832,-599.849,-599.865,-599.882,-599.899,-599.916,-599.933,-599.949,-599.966,-599.983,-600,-599.983,-599.966,-599.949,-599.933,-599.916,-599.899,-599.882,-599.865,-599.849,-599.832,-599.815,-599.799,-599.782,-599.765,-599.749,-599.711,-599.649,-599.568,-599.454,-599.285,-599.005,-598.452,-596.854,-205.278,-200.206,-200.214,-200.355,202.568,200.484,200.491,200.506,590.932,596.884,598.077,598.589,598.874,599.055,599.181,599.273,599.344,599.346,599.332,599.318,599.305,599.291,599.277,599.264,599.251,599.238,
-2.82, -599.257,-599.269,-599.282,-599.294,-599.307,-599.32,-599.333,-599.346,-599.36,-599.373,-599.387,-599.401,-599.415,-599.428,-599.443,-599.457,-599.471,-599.485,-599.5,-599.515,-599.529,-599.544,-599.559,-599.574,-599.589,-599.604,-599.619,-599.635,-599.65,-599.665,-599.681,-599.696,-599.712,-599.728,-599.743,-599.759,-599.775,-599.791,-599.807,-599.823,-599.839,-599.855,-599.871,-599.887,-599.903,-599.919,-599.935,-599.951,-599.968,-599.984,-600,-599.984,-599.968,-599.951,-599.935,-599.919,-599.903,-599.887,-599.871,-599.855,-599.839,-599.823,-599.807,-599.791,-599.775,-599.753,-599.701,-599.634,-599.542,-599.409,-599.2,-598.822,-597.934,-593.316,-200.19,-200.198,-200.213,-162.44,200.685,200.456,200.471,208.603,595.964,597.844,598.503,598.839,599.043,599.18,599.279,599.353,599.387,599.373,599.36,599.346,599.333,599.32,599.307,599.294,599.282,599.269,
-2.76, -599.288,-599.3,-599.312,-599.324,-599.336,-599.349,-599.361,-599.374,-599.387,-599.4,-599.413,-599.426,-599.439,-599.452,-599.466,-599.48,-599.493,-599.507,-599.521,-599.535,-599.549,-599.563,-599.578,-599.592,-599.606,-599.621,-599.635,-599.65,-599.665,-599.679,-599.694,-599.709,-599.724,-599.739,-599.754,-599.769,-599.785,-599.8,-599.815,-599.83,-599.846,-599.861,-599.876,-599.892,-599.907,-599.923,-599.938,-599.954,-599.969,-599.984,-600,-599.984,-599.969,-599.954,-599.938,-599.923,-599.907,-599.892,-599.876,-599.861,-599.846,-599.83,-599.815,-599.8,-599.785,-599.746,-599.69,-599.615,-599.509,-599.35,-599.08,-598.527,-596.742,-200.276,-200.182,-200.19,-200.394,201.333,200.423,200.437,200.488,593.846,597.483,598.384,598.793,599.026,599.177,599.283,599.362,599.422,599.413,599.4,599.387,599.374,599.361,599.349,599.336,599.324,599.312,599.3,
-2.7, -599.318,-599.33,-599.341,-599.353,-599.365,-599.377,-599.389,-599.401,-599.413,-599.425,-599.438,-599.451,-599.463,-599.476,-599.489,-599.502,-599.515,-599.528,-599.542,-599.555,-599.568,-599.582,-599.596,-599.609,-599.623,-599.637,-599.651,-599.665,-599.679,-599.693,-599.707,-599.722,-599.736,-599.75,-599.765,-599.779,-599.794,-599.808,-599.823,-599.838,-599.852,-599.867,-599.882,-599.896,-599.911,-599.926,-599.941,-599.956,-599.97,-599.985,-600,-599.985,-599.97,-599.956,-599.941,-599.926,-599.911,-599.896,-599.882,-599.867,-599.852,-599.838,-599.823,-599.808,-599.784,-599.737,-599.676,-599.591,-599.467,-599.269,-598.9,-597.971,-288.515,-200.167,-200.175,-200.217,-8.55181,200.506,200.404,200.418,242.97,596.865,598.214,598.73,599.002,599.171,599.286,599.369,599.432,599.451,599.438,599.425,599.413,599.401,599.389,599.377,599.365,599.353,599.341,599.33,
-2.64, -599.348,-599.359,-599.37,-599.381,-599.393,-599.404,-599.415,-599.427,-599.439,-599.451,-599.463,-599.475,-599.487,-599.499,-599.511,-599.524,-599.536,-599.549,-599.562,-599.575,-599.587,-599.6,-599.613,-599.627,-599.64,-599.653,-599.666,-599.68,-599.693,-599.707,-599.72,-599.734,-599.748,-599.761,-599.775,-599.789,-599.803,-599.817,-599.831,-599.845,-599.859,-599.873,-599.887,-599.901,-599.915,-599.929,-599.943,-599.957,-599.972,-599.986,-600,-599.986,-599.972,-599.957,-599.943,-599.929,-599.915,-599.901,-599.887,-599.873,-599.859,-599.845,-599.831,-599.817,-599.778,-599.727,-599.659,-599.561,-599.412,-599.153,-598.598,-596.537,-200.186,-200.16,-200.167,-200.466,200.832,200.374,200.387,200.545,595.593,597.958,598.643,598.97,599.161,599.286,599.375,599.441,599.487,599.475,599.463,599.451,599.439,599.427,599.415,599.404,599.393,599.381,599.37,599.359,
-2.58, -599.378,-599.388,-599.398,-599.409,-599.42,-599.431,-599.442,-599.453,-599.464,-599.475,-599.487,-599.498,-599.51,-599.522,-599.533,-599.545,-599.557,-599.569,-599.581,-599.594,-599.606,-599.618,-599.631,-599.643,-599.656,-599.669,-599.681,-599.694,-599.707,-599.72,-599.733,-599.746,-599.759,-599.772,-599.785,-599.798,-599.812,-599.825,-599.838,-599.852,-599.865,-599.878,-599.892,-599.905,-599.919,-599.932,-599.946,-599.959,-599.973,-599.986,-600,-599.986,-599.973,-599.959,-599.946,-599.932,-599.919,-599.905,-599.892,-599.878,-599.865,-599.852,-599.838,-599.813,-599.771,-599.715,-599.637,-599.523,-599.335,-598.974,-597.991,-221.317,-200.147,-200.153,-200.224,36.1296,200.383,200.357,200.369,424.98,597.537,598.521,598.925,599.146,599.285,599.38,599.45,599.503,599.51,599.498,599.487,599.475,599.464,599.453,599.442,599.431,599.42,599.409,599.398,599.388,
-2.52, -599.406,-599.416,-599.426,-599.436,-599.446,-599.457,-599.467,-599.478,-599.489,-599.499,-599.51,-599.521,-599.532,-599.543,-599.555,-599.566,-599.578,-599.589,-599.601,-599.612,-599.624,-599.636,-599.648,-599.66,-599.672,-599.684,-599.696,-599.708,-599.72,-599.733,-599.745,-599.758,-599.77,-599.783,-599.795,-599.808,-599.82,-599.833,-599.846,-599.859,-599.871,-599.884,-599.897,-599.91,-599.923,-599.935,-599.948,-599.961,-599.974,-599.987,-600,-599.987,-599.974,-599.961,-599.948,-599.935,-599.923,-599.91,-599.897,-599.884,-599.871,-599.859,-599.843,-599.808,-599.762,-599.7,-599.61,-599.471,-599.223,-598.663,-596.166,-200.134,-200.14,-200.146,-200.621,200.565,200.328,200.34,200.65,596.739,598.34,598.864,599.124,599.28,599.384,599.458,599.513,599.543,599.532,599.521,599.51,599.499,599.489,599.478,599.467,599.457,599.446,599.436,599.426,599.416,
